"unigram","bigram","trigram","freq"
"earlier","this","month",6
"ended","up","with",6
"escape","from","the",6
"even","though","it",6
"familiar","with","the",6
"feel","free","to",6
"few","of","the",6
"first","of","all",6
"first","week","of",6
"for","a","good",6
"for","a","new",6
"for","him","and",6
"for","him","to",6
"for","me","it",6
"for","their","own",6
"found","in","the",6
"get","away","with",6
"give","you","a",6
"glad","to","have",6
"going","to","happen",6
"going","to","the",6
"going","to","work",6
"great","way","to",6
"group","of","people",6
"had","a","lot",6
"had","no","idea",6
"had","to","get",6
"hard","to","believe",6
"hard","to","find",6
"has","always","been",6
"have","had","a",6
"have","made","the",6
"have","not","been",6
"have","time","to",6
"having","a","great",6
"he","is","not",6
"he","wants","to",6
"he","was","in",6
"health","res","world",6
"her","in","the",6
"here","it","is",6
"him","and","he",6
"hoping","for","a",6
"how","to","get",6
"how","to","use",6
"i","added","a",6
"i","am","in",6
"i","am","still",6
"i","believe","in",6
"i","can","do",6
"i","can","only",6
"i","cant","even",6
"i","didnt","take",6
"i","didnt","think",6
"i","do","know",6
"i","found","out",6
"i","get","to",6
"i","got","my",6
"i","have","not",6
"i","hope","that",6
"i","just","dont",6
"i","just","got",6
"i","just","have",6
"i","knew","i",6
"i","knew","it",6
"i","know","it",6
"i","love","how",6
"i","managed","to",6
"i","might","as",6
"i","realized","that",6
"i","really","dont",6
"i","remember","the",6
"i","thought","about",6
"i","told","my",6
"i","want","you",6
"i","was","feeling",6
"i","was","out",6
"i","was","still",6
"i","was","the",6
"i","was","trying",6
"i","will","have",6
"i","woke","up",6
"i","would","not",6
"i","would","recommend",6
"id","love","to",6
"if","i","do",6
"if","i","were",6
"if","there","was",6
"if","they","have",6
"ill","have","to",6
"im","not","a",6
"im","ready","to",6
"im","so","glad",6
"in","a","different",6
"in","a","statement",6
"in","conjunction","with",6
"in","fact","the",6
"in","high","school",6
"in","his","first",6
"in","mind","that",6
"in","my","experience",6
"in","on","the",6
"in","our","lives",6
"in","spite","of",6
"in","the","air",6
"in","the","early",6
"in","the","hall",6
"in","the","process",6
"in","the","season",6
"in","the","sun",6
"in","the","usa",6
"in","the","video",6
"in","their","own",6
"in","time","to",6
"in","touch","with",6
"in","which","they",6
"is","a","new",6
"is","full","of",6
"is","just","a",6
"is","just","as",6
"is","not","an",6
"is","simply","a",6
"is","so","much",6
"is","to","get",6
"it","at","the",6
"it","but","i",6
"it","if","you",6
"it","is","an",6
"it","is","now",6
"it","is","one",6
"it","is","possible",6
"it","makes","me",6
"it","seemed","to",6
"it","with","the",6
"its","not","like",6
"its","not","that",6
"its","time","for",6
"just","as","i",6
"just","as","much",6
"just","want","to",6
"know","that","they",6
"know","the","truth",6
"last","week","the",6
"last","year","and",6
"last","year","i",6
"later","in","the",6
"life","is","not",6
"like","the","one",6
"living","in","the",6
"long","as","i",6
"lot","of","people",6
"made","out","of",6
"make","sure","that",6
"make","sure","you",6
"managed","to","get",6
"me","think","of",6
"me","to","do",6
"more","of","it",6
"more","than","i",6
"most","important","thing",6
"needed","to","be",6
"no","idea","how",6
"not","a","fan",6
"not","be","able",6
"not","have","a",6
"not","have","the",6
"not","only","is",6
"not","sure","if",6
"not","sure","what",6
"now","and","i",6
"now","and","then",6
"now","we","are",6
"of","being","a",6
"of","it","the",6
"of","some","of",6
"of","the","books",6
"of","the","fact",6
"of","the","holy",6
"of","the","matter",6
"of","the","next",6
"of","the","people",6
"of","thousands","of",6
"of","time","to",6
"on","and","off",6
"on","and","on",6
"on","my","own",6
"on","the","bottom",6
"on","the","right",6
"on","the","road",6
"once","a","month",6
"one","or","two",6
"or","you","could",6
"osama","bin","laden",6
"other","side","of",6
"out","all","the",6
"out","by","the",6
"out","over","the",6
"out","there","and",6
"part","of","my",6
"quite","a","lot",6
"rather","than","the",6
"read","the","book",6
"ready","for","the",6
"see","how","much",6
"see","if","i",6
"see","some","of",6
"see","what","i",6
"seems","to","me",6
"sense","of","the",6
"set","out","to",6
"she","is","a",6
"she","will","be",6
"should","have","been",6
"similar","to","the",6
"sitting","in","the",6
"so","i","decided",6
"so","i","did",6
"so","i","had",6
"so","im","not",6
"so","much","for",6
"so","that","is",6
"so","that","they",6
"so","that","was",6
"some","of","those",6
"some","of","you",6
"soon","as","i",6
"standing","in","the",6
"stay","at","home",6
"stay","in","the",6
"such","a","great",6
"taking","care","of",6
"tell","you","that",6
"than","i","was",6
"that","a","few",6
"that","has","been",6
"that","have","been",6
"that","he","has",6
"that","i","think",6
"that","if","i",6
"that","of","the",6
"that","the","world",6
"that","they","can",6
"that","used","to",6
"that","we","could",6
"that","would","have",6
"that","you","cant",6
"thats","not","the",6
"thats","what","i",6
"the","answer","to",6
"the","base","of",6
"the","catholic","church",6
"the","concept","of",6
"the","cost","of",6
"the","early","s",6
"the","federal","reserve",6
"the","first","to",6
"the","girls","and",6
"the","inside","of",6
"the","last","year",6
"the","law","of",6
"the","link","below",6
"the","love","of",6
"the","most","popular",6
"the","next","morning",6
"the","only","way",6
"the","past","two",6
"the","place","of",6
"the","reason","i",6
"the","right","thing",6
"the","right","way",6
"the","shape","of",6
"the","sort","of",6
"the","top","and",6
"the","truth","is",6
"the","type","of",6
"the","way","you",6
"the","white","house",6
"there","are","several",6
"there","in","the",6
"there","may","be",6
"they","can","get",6
"they","were","not",6
"they","would","have",6
"think","about","the",6
"think","it","was",6
"think","of","the",6
"think","that","the",6
"thinking","about","the",6
"this","sort","of",6
"this","would","be",6
"though","i","was",6
"time","for","a",6
"to","add","to",6
"to","be","all",6
"to","be","and",6
"to","be","found",6
"to","be","true",6
"to","be","used",6
"to","find","that",6
"to","find","the",6
"to","get","me",6
"to","get","them",6
"to","give","a",6
"to","give","them",6
"to","give","you",6
"to","go","on",6
"to","go","through",6
"to","have","it",6
"to","have","my",6
"to","him","and",6
"to","learn","from",6
"to","leave","a",6
"to","make","them",6
"to","me","is",6
"to","new","york",6
"to","one","of",6
"to","return","to",6
"to","see","a",6
"to","share","a",6
"to","take","it",6
"to","tell","us",6
"to","the","bathroom",6
"to","the","end",6
"to","the","rest",6
"to","the","right",6
"to","the","world",6
"to","think","that",6
"to","use","them",6
"towards","the","end",6
"trying","to","figure",6
"turned","into","a",6
"up","at","the",6
"up","to","a",6
"use","it","to",6
"want","it","to",6
"want","to","go",6
"want","to","make",6
"wanted","to","make",6
"was","born","in",6
"was","the","best",6
"was","the","last",6
"was","the","only",6
"was","to","be",6
"we","are","at",6
"we","are","going",6
"we","did","not",6
"we","had","the",6
"we","have","to",6
"we","want","to",6
"what","do","we",6
"what","i","have",6
"what","i","want",6
"what","it","was",6
"what","kind","of",6
"what","we","have",6
"where","i","was",6
"who","we","are",6
"why","do","we",6
"will","be","on",6
"will","tell","you",6
"with","a","couple",6
"with","a","few",6
"with","a","little",6
"with","the","idea",6
"would","it","be",6
"years","ago","i",6
"you","can","be",6
"you","can","imagine",6
"you","can","make",6
"you","can","tell",6
"you","dont","want",6
"you","have","any",6
"you","have","no",6
"you","know","i",6
"you","may","not",6
"you","see","the",6
"you","should","have",6
"youve","got","to",6
"a","bag","of",5
"a","daily","basis",5
"a","day","and",5
"a","fraction","of",5
"a","good","deal",5
"a","good","friend",5
"a","good","idea",5
"a","great","weekend",5
"a","high","school",5
"a","list","of",5
"a","lot","to",5
"a","man","and",5
"a","place","where",5
"a","plan","to",5
"a","reason","to",5
"a","short","time",5
"a","way","that",5
"a","while","and",5
"a","while","so",5
"a","while","to",5
"a","year","of",5
"able","to","find",5
"able","to","make",5
"able","to","see",5
"about","a","month",5
"about","it","i",5
"about","the","same",5
"about","what","to",5
"about","you","but",5
"access","to","the",5
"after","a","while",5
"after","that","i",5
"all","about","the",5
"all","it","was",5
"all","of","their",5
"all","of","them",5
"all","that","i",5
"all","the","rest",5
"also","known","as",5
"always","the","same",5
"always","wanted","to",5
"am","not","a",5
"an","old","friend",5
"and","directed","by",5
"and","ended","up",5
"and","find","a",5
"and","for","all",5
"and","get","a",5
"and","he","will",5
"and","her","husband",5
"and","how","it",5
"and","how","to",5
"and","i","decided",5
"and","i","did",5
"and","i","felt",5
"and","i","found",5
"and","i","got",5
"and","i","knew",5
"and","i","would",5
"and","its","just",5
"and","its","not",5
"and","look","at",5
"and","look","forward",5
"and","make","a",5
"and","make","sure",5
"and","no","one",5
"and","said","i",5
"and","that","she",5
"and","the","first",5
"and","the","kids",5
"and","the","like",5
"and","the","two",5
"and","then","the",5
"and","try","to",5
"and","trying","to",5
"and","went","to",5
"and","what","i",5
"and","when","the",5
"and","when","you",5
"and","will","be",5
"any","kind","of",5
"are","at","the",5
"are","based","on",5
"are","expected","to",5
"are","in","a",5
"are","in","the",5
"are","some","of",5
"are","to","be",5
"are","you","doing",5
"as","a","kid",5
"as","i","could",5
"as","i","had",5
"as","i","have",5
"as","i","would",5
"as","i","write",5
"as","if","they",5
"as","they","are",5
"as","you","are",5
"asked","me","to",5
"at","all","but",5
"at","home","mom",5
"at","least","in",5
"at","least","not",5
"at","least","the",5
"at","that","time",5
"at","the","expense",5
"at","the","last",5
"at","the","university",5
"available","at","the",5
"away","from","my",5
"be","found","in",5
"be","the","best",5
"be","the","first",5
"be","the","same",5
"be","there","for",5
"because","i","didnt",5
"beginning","of","the",5
"believe","in","the",5
"better","way","to",5
"bits","and","pieces",5
"both","of","these",5
"but","as","the",5
"but","for","now",5
"but","he","was",5
"but","i","couldnt",5
"but","i","had",5
"but","i","really",5
"but","that","is",5
"but","they","were",5
"by","the","end",5
"by","the","same",5
"can","also","be",5
"can","help","you",5
"can","only","hope",5
"can","see","how",5
"can","see","that",5
"cant","help","but",5
"cant","think","of",5
"carried","out","by",5
"come","back","on",5
"come","back","to",5
"commonwealth","act","no",5
"continue","to","be",5
"continues","to","be",5
"could","also","be",5
"could","do","with",5
"could","not","be",5
"day","i","was",5
"do","a","little",5
"do","a","lot",5
"do","in","the",5
"do","not","like",5
"do","we","do",5
"do","you","like",5
"dont","have","a",5
"down","at","the",5
"down","in","the",5
"down","into","the",5
"down","on","the",5
"down","the","road",5
"down","to","a",5
"each","of","the",5
"earlier","in","the",5
"end","up","with",5
"enough","for","me",5
"enough","to","make",5
"especially","in","the",5
"even","if","i",5
"even","if","the",5
"even","in","the",5
"even","though","you",5
"every","one","of",5
"example","of","the",5
"face","of","the",5
"felt","like","i",5
"few","weeks","back",5
"find","a","way",5
"for","a","bit",5
"for","a","little",5
"for","a","moment",5
"for","a","week",5
"for","all","of",5
"for","an","hour",5
"for","her","to",5
"for","many","years",5
"for","the","day",5
"for","the","second",5
"for","the","time",5
"for","the","week",5
"for","years","and",5
"for","you","to",5
"forward","to","the",5
"from","one","of",5
"from","time","to",5
"get","to","the",5
"go","back","and",5
"go","through","the",5
"go","to","a",5
"goal","is","to",5
"going","on","in",5
"going","to","a",5
"going","to","take",5
"going","to","try",5
